"DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","Id","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","Year","YearText","WashingtoniansAffectedRange","BreachLifecycleRange","DaysToContainBreach","DaysToIdentifyBreach","DaysBreachLifecycle","DiscoveredInProgress","DaysOfExposure","DaysElapsedBetweenEndAndDiscovery","EndedOnDayDiscovered","DaysElapsedBeforeNotification","DaysOfExposureRange","EntityState"
"2019 Aug 06 12:00:00 AM","2019 Sep 04 12:00:00 AM","Unauthorized Access","2019 Feb 19 12:00:00 AM","2019 Feb 19 12:00:00 AM","CafePress, Inc.","10,507",,"5,863","Business","Accessories","2,020","2020","1,000-9,999","100-199","0","168","168","false","0","168","false","29","0",
"2019 Apr 23 12:00:00 AM","2019 Sep 12 12:00:00 AM","Cyberattack","2019 Apr 22 12:00:00 AM","2019 Apr 23 12:00:00 AM","Peoples Injury Network Northwest","10,508","Ransomware","12,502","Health",,"2,020","2020","10,000-49,999","1-99","0","1","1","true","1",,"true","142","1-99",
"2019 Aug 02 12:00:00 AM","2019 Sep 13 12:00:00 AM","Cyberattack","2018 Oct 01 12:00:00 AM","2019 Jul 02 12:00:00 AM","Amateur Athletic Union","10,509","Malware","12,200","Non-Profit/Charity",,"2,020","2020","10,000-49,999","300-399","0","305","305","false","274","31","false","42","200-299",
"2019 Jul 24 12:00:00 AM","2019 Sep 24 12:00:00 AM","Cyberattack",,"2019 Jul 24 12:00:00 AM","Majoris Health Systems, Inc.","10,510","Malware","516","Health",,"2,020","2020","500-999","Unknown","0",,,"true",,,"true","62","Unknown",
"2019 Sep 05 12:00:00 AM","2019 Sep 26 12:00:00 AM","Unauthorized Access","2019 May 04 12:00:00 AM","2019 May 04 12:00:00 AM","DoorDash Inc","10,511",,"2,243","Business","Transportation","2,020","2020","1,000-9,999","100-199","0","124","124","false","0","124","false","21","0",
"2019 Apr 16 12:00:00 AM","2019 Oct 10 12:00:00 AM","Cyberattack","2019 Mar 11 12:00:00 AM","2019 May 07 12:00:00 AM","Calibre CPA Group","10,513","Unclear/unknown","983","Finance",,"2,020","2020","500-999","1-99","21","36","57","true","57",,"false","177","1-99",
"2019 Jun 01 12:00:00 AM","2019 Oct 15 12:00:00 AM","Cyberattack","2018 Sep 01 12:00:00 AM","2019 Sep 28 12:00:00 AM","Eye Buy Direct, Inc.","10,514","Unclear/unknown","17,031","Business","Retail","2,020","2020","10,000-49,999","300-399","119","273","392","true","392",,"false","136","300-399",
"2019 Sep 11 12:00:00 AM","2019 Oct 16 12:00:00 AM","Cyberattack",,,"Neutraceutical Wellness, Inc","10,515","Unclear/unknown","518","Business","Cosmetic","2,020","2020","500-999","Unknown",,,,"false",,,"false","35","Unknown",
"2019 Aug 21 12:00:00 AM","2019 Nov 08 12:00:00 AM","Cyberattack","2019 Apr 15 12:00:00 AM","2019 Oct 25 12:00:00 AM","First Aid Beauty Limited","10,516","Malware","663","Business","Cosmetic","2,020","2020","500-999","100-199","65","128","193","true","193",,"false","79","100-199",
"2019 Oct 15 12:00:00 AM","2019 Nov 14 12:00:00 AM","Cyberattack","2019 Oct 07 12:00:00 AM","2019 Oct 15 12:00:00 AM","Macy's Inc.","10,517","Malware","3,810","Business","Retail","2,020","2020","1,000-9,999","1-99","0","8","8","true","8",,"true","30","1-99",
"2019 Oct 24 12:00:00 AM","2019 Nov 15 12:00:00 AM","Cyberattack","2019 Aug 27 12:00:00 AM","2019 Oct 28 12:00:00 AM","City of Lacey","10,518","Malware","6,209","Government",,"2,020","2020","1,000-9,999","1-99","4","58","62","true","62",,"false","22","1-99",
"2019 Oct 18 12:00:00 AM","2019 Nov 26 12:00:00 AM","Cyberattack","2019 Oct 11 12:00:00 AM","2019 Oct 22 12:00:00 AM","The UPS Store, Inc.","10,521","Phishing","506","Business","Shipping","2,020","2020","500-999","1-99","4","7","11","true","11",,"false","39","1-99",
"2019 Nov 12 12:00:00 AM","2019 Nov 29 12:00:00 AM","Theft or Mistake","2015 Jun 01 12:00:00 AM","2019 Nov 12 12:00:00 AM","Choice Hotels International Inc.","10,523",,"1,684","Business","Hospitality","2,020","2020","1,000-9,999","500+","0","1,625","1,625","true","1,625",,"true","17","500+",
"2019 Aug 19 12:00:00 AM","2019 Dec 19 12:00:00 AM","Cyberattack","2019 Aug 16 12:00:00 AM","2019 Aug 21 12:00:00 AM","Vimly Benefits Solution","10,525","Phishing","91,807","Business","Software","2,020","2020","50,000-999,999","1-99","2","3","5","true","5",,"false","122","1-99",
"2019 Nov 22 12:00:00 AM","2019 Dec 31 12:00:00 AM","Cyberattack","2019 Jan 18 12:00:00 AM","2019 Oct 17 12:00:00 AM","Landry's Inc.","10,526","Malware",,"Business","Hospitality","2,020","2020","Unknown","300-399","0","308","308","false","272","36","false","39","200-299",
"2019 Dec 03 12:00:00 AM","2019 Dec 31 12:00:00 AM","Cyberattack","2019 Nov 08 12:00:00 AM","2019 Dec 05 12:00:00 AM","Evolucion Innovations Inc. (evo.com)","10,527","Malware","4,899","Business","Retail","2,020","2020","1,000-9,999","1-99","2","25","27","true","27",,"false","28","1-99",
"2019 Dec 05 12:00:00 AM","2020 Jan 15 12:00:00 AM","Cyberattack","2019 Sep 16 12:00:00 AM","2019 Nov 11 12:00:00 AM","Hanna Andersson, LLC","10,528","Malware","8,816","Business","Clothing","2,020","2020","1,000-9,999","1-99","0","80","80","false","56","24","false","41","1-99",
"2019 Dec 18 12:00:00 AM","2020 Jan 20 12:00:00 AM","Cyberattack","2019 Sep 29 12:00:00 AM","2020 Jan 13 12:00:00 AM","The UPS Store, Inc.","10,530","Phishing","963","Business","Shipping","2,020","2020","500-999","100-199","26","80","106","true","106",,"false","33","100-199",
"2019 Dec 26 12:00:00 AM","2020 Jan 24 12:00:00 AM","Cyberattack","2019 Dec 26 12:00:00 AM","2019 Dec 26 12:00:00 AM","Oostra Rouw & Associates, Inc. (ORA, Inc.)","10,531","Ransomware","2,376","Finance",,"2,020","2020","1,000-9,999","0","0","0","0","true","0",,"true","29","0",
"2019 Aug 24 12:00:00 AM","2020 Feb 14 12:00:00 AM","Cyberattack","2019 Jul 09 12:00:00 AM","2019 Aug 24 12:00:00 AM","Aveanna Healthcare","10,532","Unclear/unknown","2,444","Health",,"2,020","2020","1,000-9,999","1-99","0","46","46","true","46",,"true","174","1-99",
"2019 Sep 01 12:00:00 AM","2020 Feb 14 12:00:00 AM","Cyberattack","2019 Aug 19 12:00:00 AM","2019 Sep 20 12:00:00 AM","Smile Surfers","10,533","Unclear/unknown","532","Health",,"2,020","2020","500-999","1-99","19","13","32","true","32",,"false","166","1-99",
"2019 Oct 28 12:00:00 AM","2020 Feb 25 12:00:00 AM","Unauthorized Access","2019 Oct 24 12:00:00 AM","2019 Oct 28 12:00:00 AM","AFTRA Retirement Fund","10,534",,"8,803","Non-Profit/Charity",,"2,020","2020","1,000-9,999","1-99","0","4","4","true","4",,"true","120","1-99",
"2020 Jan 27 12:00:00 AM","2020 Feb 27 12:00:00 AM","Cyberattack",,,"Railworks Corporation","10,535","Ransomware","1,286","Business","Construction","2,020","2020","1,000-9,999","Unknown",,,,"false",,,"false","31","Unknown",
"2019 May 31 12:00:00 AM","2020 Mar 02 12:00:00 AM","Unauthorized Access","2019 Apr 11 12:00:00 AM","2019 Jul 23 12:00:00 AM","Carnival Corporation & PLC","10,536",,"11,346","Business","Transportation","2,020","2020","10,000-49,999","100-199","53","50","103","true","103",,"false","276","100-199",
"2019 Dec 05 12:00:00 AM","2020 Mar 10 12:00:00 AM","Unauthorized Access","2019 Dec 03 12:00:00 AM","2019 Dec 05 12:00:00 AM","Wichita State University","10,538",,"2,649","Education",,"2,020","2020","1,000-9,999","1-99","0","2","2","true","2",,"true","96","1-99",
"2019 Jul 09 12:00:00 AM","2020 Mar 16 12:00:00 AM","Unauthorized Access",,,"Avalon Health Care Management, Inc.","10,539",,"1,861","Health",,"2,020","2020","1,000-9,999","Unknown",,,,"false",,,"false","251","Unknown",
"2020 Jan 22 12:00:00 AM","2020 Apr 17 12:00:00 AM","Cyberattack","2020 Jan 22 12:00:00 AM","2020 Jan 24 12:00:00 AM","Ambry Genetics Corporation","10,544","Phishing","2,152","Health",,"2,020","2020","1,000-9,999","1-99","2","0","2","true","2",,"false","86","1-99",
"2020 Jan 01 12:00:00 AM","2020 Apr 20 12:00:00 AM","Cyberattack","2019 Mar 07 12:00:00 AM","2020 Feb 13 12:00:00 AM","Kandy Pens, Inc.","10,545","Malware","1,112","Business","Retail","2,020","2020","1,000-9,999","300-399","43","300","343","true","343",,"false","110","300-399",
"2019 Oct 08 12:00:00 AM","2020 Apr 20 12:00:00 AM","Cyberattack","2019 Sep 07 12:00:00 AM","2019 Oct 08 12:00:00 AM","Volusion, LLC","10,546","Malware","14,111","Business","Web Services","2,020","2020","10,000-49,999","1-99","0","31","31","true","31",,"true","195","1-99",
"2020 Jan 06 12:00:00 AM","2020 May 07 12:00:00 AM","Theft or Mistake","2019 Nov 23 12:00:00 AM","2020 Jan 06 12:00:00 AM","Principal Financial Services, Inc.","10,547",,"583","Finance",,"2,020","2020","500-999","1-99","0","44","44","true","44",,"true","122","1-99",
"2020 Mar 26 12:00:00 AM","2020 May 07 12:00:00 AM","Unauthorized Access","2019 Dec 03 12:00:00 AM",,"Atria Wealth Solutions","10,548",,"574","Finance",,"2,020","2020","500-999","Unknown",,"114",,"false",,,"false","42","Unknown",
"2020 Apr 11 12:00:00 AM","2020 May 11 12:00:00 AM","Cyberattack","2020 Apr 06 12:00:00 AM","2020 Apr 12 12:00:00 AM","Magellan Health Inc.","10,549","Ransomware","5,119","Health",,"2,020","2020","1,000-9,999","1-99","1","5","6","true","6",,"false","30","1-99",
"2020 Feb 24 12:00:00 AM","2020 May 21 12:00:00 AM","Unauthorized Access",,,"Capital Accounting & Tax","10,550",,"1,277","Finance",,"2,020","2020","1,000-9,999","Unknown",,,,"false",,,"false","87","Unknown",
"2020 May 15 12:00:00 AM","2020 May 22 12:00:00 AM","Cyberattack",,,"Mathway, LLC","10,551","Unclear/unknown",,"Business","Other","2,020","2020","Unknown","Unknown",,,,"false",,,"false","7","Unknown",
"2020 Apr 28 12:00:00 AM","2020 May 27 12:00:00 AM","Unauthorized Access","2019 Oct 30 12:00:00 AM","2020 Jan 14 12:00:00 AM","Car Wash Partners, Inc.","10,552",,"805","Business","Cleaning","2,020","2020","500-999","100-199","0","181","181","false","76","105","false","29","1-99",
"2020 May 15 12:00:00 AM","2020 May 27 12:00:00 AM","Unauthorized Access","2020 May 06 12:00:00 AM",,"Minted, LLC","10,553",,"68,900","Business","Retail","2,020","2020","50,000-999,999","Unknown",,"9",,"false",,,"false","12","Unknown",
"2020 Jan 15 12:00:00 AM","2020 May 29 12:00:00 AM","Unauthorized Access","2019 Dec 18 12:00:00 AM","2019 Dec 18 12:00:00 AM","Swedish Health Services","10,554",,"12,573","Health",,"2,020","2020","10,000-49,999","1-99","0","28","28","false","0","28","false","135","0",
"2018 Dec 26 12:00:00 AM","2020 Jun 03 12:00:00 AM","Cyberattack","2016 Nov 11 12:00:00 AM","2017 Feb 16 12:00:00 AM","Bombas LLC","10,555","Malware","2,313","Business","Clothing","2,020","2020","1,000-9,999","500+","0","775","775","false","97","678","false","525","1-99",
"2020 May 11 12:00:00 AM","2020 Jun 10 12:00:00 AM","Unauthorized Access","2020 Jan 12 12:00:00 AM","2020 Jan 12 12:00:00 AM","Zoosk, Inc.","10,556",,"115,158","Business","Software","2,020","2020","50,000-999,999","100-199","0","120","120","false","0","120","false","30","0",
"2018 Oct 30 12:00:00 AM","2018 Nov 30 12:00:00 AM","Cyberattack","2014 Aug 15 12:00:00 AM","2018 Sep 15 12:00:00 AM","Ontario Inc.","10,558","Unclear/unknown","540","Business","Retail","2,019","2019","500-999","500+","0","1,537","1,537","false","1,492","45","false","31","500+",
"2019 Mar 04 12:00:00 AM","2019 Apr 05 12:00:00 AM","Cyberattack","2018 Oct 29 12:00:00 AM","2019 Mar 04 12:00:00 AM","AeroGrow International Inc.","10,559","Malware","667","Business","Manufacturing","2,019","2019","500-999","100-199","0","126","126","true","126",,"true","32","100-199",
"2019 Mar 13 12:00:00 AM","2019 Apr 15 12:00:00 AM","Cyberattack","2019 Mar 13 12:00:00 AM","2019 Mar 13 12:00:00 AM","Housing Authority of Thurston County","10,560","Ransomware","25,357","Non-Profit/Charity",,"2,019","2019","10,000-49,999","0","0","0","0","true","0",,"true","33","0",
"2020 Apr 17 12:00:00 AM","2020 Jun 16 12:00:00 AM","Unauthorized Access","2019 May 01 12:00:00 AM","2019 Nov 30 12:00:00 AM","Providence Health Plan","10,561",,"3,324","Health",,"2,020","2020","1,000-9,999","300-399","0","352","352","false","213","139","false","60","200-299","OR"
"2020 May 14 12:00:00 AM","2020 Jun 25 12:00:00 AM","Unauthorized Access","2020 May 14 12:00:00 AM","2020 May 14 12:00:00 AM","BlockFi, Inc.","10,563",,"696","Business","Cryptocurrency","2,020","2020","500-999","0","0","0","0","true","0",,"true","42","0",
"2020 Jun 06 12:00:00 AM","2020 Jul 06 12:00:00 AM","Unauthorized Access","2020 Jun 06 12:00:00 AM","2020 Jun 06 12:00:00 AM","AARP.org","10,564",,"1,456","Non-Profit/Charity",,"2,020","2020","1,000-9,999","0","0","0","0","true","0",,"true","30","0",
"2020 May 20 12:00:00 AM","2020 Jul 07 12:00:00 AM","Cyberattack",,,"Federal Home Loan Mortgage Corporation (Freddie Mac)","10,565","Ransomware","596","Government",,"2,020","2020","500-999","Unknown",,,,"false",,,"false","48","Unknown",
"2020 Jun 11 12:00:00 AM","2020 Jul 08 12:00:00 AM","Cyberattack","2020 Apr 07 12:00:00 AM","2020 Jun 12 12:00:00 AM","Claire's Stores, Inc.","10,566","Malware","1,166","Business","Retail","2,020","2020","1,000-9,999","1-99","1","65","66","true","66",,"false","27","1-99",
"2020 Apr 01 12:00:00 AM","2020 Jul 09 12:00:00 AM","Cyberattack","2020 Apr 01 12:00:00 AM","2020 Jun 30 12:00:00 AM","Boeing Emlpoyees' Credit Union","10,567","Skimmers","4,883","Finance",,"2,020","2020","1,000-9,999","1-99","90","0","90","true","90",,"false","99","1-99",
"2020 Jun 10 12:00:00 AM","2020 Jul 09 12:00:00 AM","Cyberattack","2020 May 24 12:00:00 AM","2020 Jun 08 12:00:00 AM","Collabera, Inc.","10,568","Ransomware",,"Business","Professional Services","2,020","2020","Unknown","1-99","0","17","17","false","15","2","false","29","1-99",
"2020 Jun 09 12:00:00 AM","2020 Jul 10 12:00:00 AM","Unauthorized Access","2020 Jun 06 12:00:00 AM","2020 Jun 10 12:00:00 AM","Fetch Rewards, Inc.","10,569",,"128,598","Business","Retail","2,020","2020","50,000-999,999","1-99","1","3","4","true","4",,"false","31","1-99",
,"2020 Jul 10 12:00:00 AM","Unauthorized Access",,,"Morgan Stanley","10,570",,"401,246","Finance",,"2,020","2020","50,000-999,999","Unknown",,,,"false",,,"false",,"Unknown",
,"2020 Jul 14 12:00:00 AM","Cyberattack","2017 Feb 16 12:00:00 AM","2020 May 20 12:00:00 AM","Merani Hospitality, Inc.","10,571","Skimmers",,"Business","Hospitality","2,020","2020","Unknown","Unknown",,,,"false","1,189",,"false",,"500+",
"2020 Jun 16 12:00:00 AM","2020 Jul 16 12:00:00 AM","Unauthorized Access","2020 May 28 12:00:00 AM","2020 Jun 02 12:00:00 AM","Gonzales, Gonzales, & Gonzales Immigration Law Offices","10,572",,"1,098","Business","Legal","2,020","2020","1,000-9,999","1-99","0","19","19","false","5","14","false","30","1-99",
"2020 May 01 12:00:00 AM","2020 Jul 21 12:00:00 AM","Cyberattack","2020 Feb 11 12:00:00 AM",,"City Ministries","10,573","Phishing","533","Non-Profit/Charity",,"2,020","2020","500-999","Unknown",,"80",,"false",,,"false","81","Unknown",
"2018 Jun 16 12:00:00 AM","2018 Jul 27 12:00:00 AM","Cyberattack","2008 Apr 01 12:00:00 AM","2009 Jan 01 12:00:00 AM","Yale University","10,575","Unclear/unknown","1,742","Education",,"2,019","2019","1,000-9,999","500+","0","3,728","3,728","false","275","3,453","false","41","200-299",
"2018 Jun 14 12:00:00 AM","2018 Aug 03 12:00:00 AM","Cyberattack","2018 Mar 28 12:00:00 AM","2018 Apr 13 12:00:00 AM","Colorado Bankers Life Insurance Company","10,576","Phishing","956","Finance",,"2,019","2019","500-999","1-99","0","78","78","false","16","62","false","50","1-99",
"2018 Aug 16 12:00:00 AM","2018 Aug 22 12:00:00 AM","Cyberattack","2017 Nov 03 12:00:00 AM","2018 Jan 02 12:00:00 AM","Cheddar's Scratch Kitchen","10,577","Unclear/unknown",,"Business","Hospitality","2,019","2019","Unknown","200-299","0","286","286","false","60","226","false","6","1-99",
"2018 Jun 01 12:00:00 AM","2018 Aug 29 12:00:00 AM","Cyberattack","2016 Jun 01 12:00:00 AM","2018 Jul 09 12:00:00 AM","LILLEbaby","10,578","Malware","1,557","Business","Accessories","2,019","2019","1,000-9,999","500+","38","730","768","true","768",,"false","89","500+",
"2018 Jun 12 12:00:00 AM","2018 Sep 12 12:00:00 AM","Unauthorized Access",,"2018 Jun 12 12:00:00 AM","Skagit Bancorp Inc.","10,579",,"519","Finance",,"2,019","2019","500-999","Unknown","0",,,"true",,,"true","92","Unknown",
"2018 May 22 12:00:00 AM","2018 Oct 05 12:00:00 AM","Unauthorized Access","2018 May 22 12:00:00 AM",,"Rebound Orthopedics & Neurosurgery","10,580",,"1,607","Health",,"2,019","2019","1,000-9,999","Unknown",,"0",,"false",,,"false","136","Unknown","WA"
"2018 Jun 13 12:00:00 AM","2018 Oct 18 12:00:00 AM","Cyberattack","2018 Jun 05 12:00:00 AM","2018 Jun 13 12:00:00 AM","Renaissance Philanthropic Solutions Group","10,582","Phishing","609","Business","Professional Services","2,019","2019","500-999","1-99","0","8","8","true","8",,"true","127","1-99",
"2018 Sep 12 12:00:00 AM","2018 Oct 22 12:00:00 AM","Cyberattack","2018 Aug 26 12:00:00 AM","2018 Aug 29 12:00:00 AM","Challenger Sports Inc.","10,583","Unclear/unknown","516","Business","Clothing","2,019","2019","500-999","1-99","0","17","17","false","3","14","false","40","1-99",
"2018 Oct 01 12:00:00 AM","2018 Oct 25 12:00:00 AM","Cyberattack","2017 Jul 07 12:00:00 AM","2018 Oct 02 12:00:00 AM","GS1 US Inc.","10,584","Unclear/unknown","2,384","Non-Profit/Charity",,"2,019","2019","1,000-9,999","400-499","1","451","452","true","452",,"false","24","400-499",
"2018 Oct 09 12:00:00 AM","2018 Nov 05 12:00:00 AM","Theft or Mistake","2018 Oct 09 12:00:00 AM","2018 Oct 09 12:00:00 AM","Nordstrom Inc.","10,587",,"13,442","Business","Retail","2,019","2019","10,000-49,999","0","0","0","0","true","0",,"true","27","0",
"2018 Sep 25 12:00:00 AM","2018 Nov 06 12:00:00 AM","Cyberattack","2018 May 27 12:00:00 AM","2018 Aug 13 12:00:00 AM","Southwest Washington Regional Surgery Center, LLC","10,588","Phishing","1,690","Health",,"2,019","2019","1,000-9,999","100-199","0","121","121","false","78","43","false","42","1-99",
"2018 Aug 01 12:00:00 AM","2018 Nov 07 12:00:00 AM","Unauthorized Access","2017 Dec 06 12:00:00 AM","2018 Feb 25 12:00:00 AM","Unified Trust Company, N.A.","10,589",,"1,196","Finance",,"2,019","2019","1,000-9,999","200-299","0","238","238","false","81","157","false","98","1-99",
"2018 Sep 20 12:00:00 AM","2018 Nov 09 12:00:00 AM","Cyberattack","2017 Dec 06 12:00:00 AM","2018 Jun 27 12:00:00 AM","Thesy LLC","10,590","Malware","5,907","Business","Retail","2,019","2019","1,000-9,999","200-299","0","288","288","false","203","85","false","50","200-299",
"2018 Aug 06 12:00:00 AM","2018 Nov 12 12:00:00 AM","Cyberattack","2017 Dec 28 12:00:00 AM","2018 Jul 09 12:00:00 AM","Title Nine Sports, Inc.","10,591","Malware","4,837","Business","Clothing","2,019","2019","1,000-9,999","200-299","0","221","221","false","193","28","false","98","100-199",
"2018 Sep 27 12:00:00 AM","2018 Nov 12 12:00:00 AM","Unauthorized Access",,,"Collier Heggerness & Bronk CPA's PS Inc.","10,592",,"2,194","Business","Professional Services","2,019","2019","1,000-9,999","Unknown",,,,"false",,,"false","46","Unknown",
"2018 Aug 06 12:00:00 AM","2018 Nov 13 12:00:00 AM","Cyberattack","2017 Dec 28 12:00:00 AM","2018 Jul 09 12:00:00 AM","Stein Mart Inc.","10,593","Malware","680","Business","Retail","2,019","2019","500-999","200-299","0","221","221","false","193","28","false","99","100-199",
"2018 Sep 17 12:00:00 AM","2018 Nov 13 12:00:00 AM","Unauthorized Access","2018 May 11 12:00:00 AM","2018 Jul 06 12:00:00 AM","Pharmacy Times Office of Continuing Professional Education, LLC","10,594",,"797","Education",,"2,019","2019","500-999","100-199","0","129","129","false","56","73","false","57","1-99",
"2018 Sep 18 12:00:00 AM","2018 Nov 15 12:00:00 AM","Cyberattack","2018 Aug 13 12:00:00 AM","2018 Sep 19 12:00:00 AM","Newegg Inc.","10,595","Malware","5,931","Business","Retail","2,019","2019","1,000-9,999","1-99","1","36","37","true","37",,"false","58","1-99",
"2018 Oct 05 12:00:00 AM","2018 Nov 15 12:00:00 AM","Cyberattack","2018 Sep 04 12:00:00 AM","2018 Oct 05 12:00:00 AM","HealthEquity Inc.","10,596","Phishing","27,175","Health",,"2,019","2019","10,000-49,999","1-99","0","31","31","true","31",,"true","41","1-99",
"2018 Nov 05 12:00:00 AM","2018 Nov 16 12:00:00 AM","Cyberattack","2018 Oct 01 12:00:00 AM","2018 Oct 31 12:00:00 AM","Washington State Employees Credit Union","10,597","Skimmers","2,560","Finance",,"2,019","2019","1,000-9,999","1-99","0","35","35","false","30","5","false","11","1-99",
