"DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","Id","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","Year","YearText","WashingtoniansAffectedRange","BreachLifecycleRange","DaysToContainBreach","DaysToIdentifyBreach","DaysBreachLifecycle","DiscoveredInProgress","DaysOfExposure","DaysElapsedBetweenEndAndDiscovery","EndedOnDayDiscovered","DaysElapsedBeforeNotification","DaysOfExposureRange","EntityState"
"2016 Jun 30 12:00:00 AM","2016 Aug 22 12:00:00 AM","Cyberattack","2015 Oct 21 12:00:00 AM","2016 Apr 07 12:00:00 AM","KontrolFreek","9,639","Malware","625","Business","Other","2,017","2017","500-999","200-299","0","253","253","false","169","84","false","53","100-199",
"2016 Jul 15 12:00:00 AM","2016 Aug 18 12:00:00 AM","Cyberattack","2016 Jan 02 12:00:00 AM","2016 Jul 17 12:00:00 AM","Eddie Bauer","9,638","Malware","73,508","Business","Clothing","2,017","2017","50,000-999,999","100-199","2","195","197","true","197",,"false","34","100-199",
"2016 Jun 13 12:00:00 AM","2016 Aug 12 12:00:00 AM","Unauthorized Access","2016 Mar 30 12:00:00 AM",,"Valley Anesthesiology Consultants, Inc.","9,637",,"611","Health",,"2,017","2017","500-999","Unknown",,"75",,"false",,,"false","60","Unknown",
"2016 Jul 13 12:00:00 AM","2016 Aug 03 12:00:00 AM","Cyberattack","2016 Jun 17 12:00:00 AM",,"Banner Health","9,635","Malware","7,916","Health",,"2,017","2017","1,000-9,999","Unknown",,"26",,"false",,,"false","21","Unknown",
"2016 Jun 08 12:00:00 AM","2016 Jul 19 12:00:00 AM","Cyberattack","2016 Apr 21 12:00:00 AM","2016 Jun 13 12:00:00 AM","San Antonio Shoemakers","9,634","Malware","511","Business","Retail","2,016","2016","500-999","1-99","5","48","53","true","53",,"false","41","1-99",
"2016 Jul 19 12:00:00 AM","2016 Jul 19 12:00:00 AM","Cyberattack","2016 Mar 01 12:00:00 AM","2016 Jul 31 12:00:00 AM","CiCi Enterprises","9,633","Malware",,"Business","Hospitality","2,016","2016","Unknown","100-199","12","140","152","true","152",,"false","0","100-199",
"2016 Jun 08 12:00:00 AM","2016 Jul 16 12:00:00 AM","Unauthorized Access","2015 Apr 01 12:00:00 AM",,"NLU Products, LLC","9,632",,"2,527","Business","Retail","2,016","2016","1,000-9,999","Unknown",,"434",,"false",,,"false","38","Unknown",
"2016 May 01 12:00:00 AM","2016 Jul 06 12:00:00 AM","Cyberattack","2015 Dec 02 12:00:00 AM","2016 Jun 08 12:00:00 AM","Wendy's","9,630","Malware",,"Business","Hospitality","2,016","2016","Unknown","100-199","38","151","189","true","189",,"false","66","100-199",
"2016 May 17 12:00:00 AM","2016 Jun 28 12:00:00 AM","Cyberattack","2016 Jan 31 12:00:00 AM","2016 Jun 02 12:00:00 AM","Noodles & Company","9,629","Malware",,"Business","Hospitality","2,016","2016","Unknown","100-199","16","107","123","true","123",,"false","42","100-199",
"2016 May 13 12:00:00 AM","2016 Jun 27 12:00:00 AM","Cyberattack","2015 Oct 27 12:00:00 AM","2016 Mar 21 12:00:00 AM","Hard Rock Hotel & Casino Las Vegas","9,628","Malware",,"Business","Hospitality","2,016","2016","Unknown","100-199","0","199","199","false","146","53","false","45","100-199",
"2014 Sep 17 12:00:00 AM","2016 Jun 16 12:00:00 AM","Unauthorized Access","2014 May 13 12:00:00 AM","2014 May 13 12:00:00 AM","Uber Technologies","9,627",,"1,355","Business","Transportation","2,016","2016","1,000-9,999","100-199","0","127","127","false","0","127","false","638","0",
"2016 Jun 01 12:00:00 AM","2016 Jun 13 12:00:00 AM","Theft or Mistake","2016 May 27 12:00:00 AM","2016 Jun 01 12:00:00 AM","The Tax Shack","9,626",,"1,000","Finance",,"2,016","2016","1,000-9,999","1-99","0","5","5","true","5",,"true","12","1-99",
"2015 Sep 29 12:00:00 AM","2016 Jun 10 12:00:00 AM","Unauthorized Access","2014 Feb 19 12:00:00 AM","2015 Aug 06 12:00:00 AM","Grand Sierra Resort","9,625",,"1,061","Business","Hospitality","2,016","2016","1,000-9,999","500+","0","587","587","false","533","54","false","255","500+",
"2016 Jan 30 12:00:00 AM","2016 Jun 06 12:00:00 AM","Cyberattack",,"2016 Jan 30 12:00:00 AM","Empathia, Inc.","9,623","Malware","602","Business","Professional Services","2,016","2016","500-999","Unknown","0",,,"true",,,"true","128","Unknown",
,"2016 May 11 12:00:00 AM","Unauthorized Access","2016 Apr 12 12:00:00 AM",,"Olympia School District","9,622",,"2,145","Government",,"2,016","2016","1,000-9,999","Unknown",,,,"false",,,"false",,"Unknown",
,"2016 May 10 12:00:00 AM","Unauthorized Access",,,"LendUp Processing Center","9,621",,"708","Finance",,"2,016","2016","500-999","Unknown",,,,"false",,,"false",,"Unknown",
"2016 Apr 04 12:00:00 AM","2016 Apr 27 12:00:00 AM","Unauthorized Access",,,"AIM Inc.","9,617",,"1,639","Business","Retail","2,016","2016","1,000-9,999","Unknown",,,,"false",,,"false","23","Unknown",
,"2016 Apr 18 12:00:00 AM","Unauthorized Access","2016 Mar 01 12:00:00 AM",,"doTERRA International LLC","9,616",,"41,485","Business","Consumable","2,016","2016","10,000-49,999","Unknown",,,,"false",,,"false",,"Unknown",
,"2016 Apr 11 12:00:00 AM","Cyberattack","2014 Jan 22 12:00:00 AM","2016 Feb 08 12:00:00 AM","Schwaab, Inc.","9,615","Malware","2,162","Business","Retail","2,016","2016","1,000-9,999","Unknown",,,,"false","747",,"false",,"500+",
"2016 Mar 07 12:00:00 AM","2016 Mar 15 12:00:00 AM","Cyberattack","2016 Mar 07 12:00:00 AM","2016 Mar 07 12:00:00 AM","Advance Auto Parts","9,614","Phishing","544","Business","Retail","2,016","2016","500-999","0","0","0","0","true","0",,"true","8","0",
,"2016 Mar 14 12:00:00 AM","Cyberattack","2011 Dec 01 12:00:00 AM","2016 Jan 26 12:00:00 AM","Bailey's, Inc.","9,613","Malware","8,844","Business","Retail","2,016","2016","1,000-9,999","Unknown",,,,"false","1,517",,"false",,"500+",
"2016 Mar 02 12:00:00 AM","2016 Mar 07 12:00:00 AM","Unauthorized Access","2016 Mar 02 12:00:00 AM",,"Turner Construction Company","9,612",,"566","Business","Construction","2,016","2016","500-999","Unknown",,"0",,"false",,,"false","5","Unknown",
"2015 Nov 13 12:00:00 AM","2016 Mar 04 12:00:00 AM","Unauthorized Access","2015 Oct 03 12:00:00 AM",,"21st Century Oncology","9,611",,"2,802","Health",,"2,016","2016","1,000-9,999","Unknown",,"41",,"false",,,"false","112","Unknown",
"2015 Dec 16 12:00:00 AM","2016 Feb 09 12:00:00 AM","Unauthorized Access","2013 Nov 15 12:00:00 AM","2015 Dec 24 12:00:00 AM","Health Care Authority","9,610",,"91,187","Government",,"2,016","2016","50,000-999,999","500+","8","761","769","true","769",,"false","55","500+",
,"2016 Feb 04 12:00:00 AM","Unauthorized Access","2015 Oct 03 12:00:00 AM","2015 Dec 18 12:00:00 AM","Gyft, Inc.","9,609",,"9,042","Business","Retail","2,016","2016","1,000-9,999","Unknown",,,,"false","76",,"false",,"1-99",
"2015 Dec 03 12:00:00 AM","2016 Jan 29 12:00:00 AM","Cyberattack","2014 May 04 12:00:00 AM","2015 Dec 03 12:00:00 AM","Landry's, Inc.","9,608","Skimmers",,"Business","Hospitality","2,016","2016","Unknown","500+","0","578","578","true","578",,"true","57","500+",
,"2016 Jan 22 12:00:00 AM","Cyberattack",,,"Starwood Hotels and Resorts","9,607","Malware",,"Business","Hospitality","2,016","2016","Unknown","Unknown",,,,"false",,,"false",,"Unknown",
"2015 Nov 24 12:00:00 AM","2016 Jan 14 12:00:00 AM","Cyberattack","2015 Aug 13 12:00:00 AM","2015 Dec 08 12:00:00 AM","Hyatt Hotels Corporation","9,605","Malware","15","Business","Hospitality","2,016","2016","< 500","100-199","14","103","117","true","117",,"false","51","100-199",
"2015 Dec 10 12:00:00 AM","2016 Jan 13 12:00:00 AM","Unauthorized Access","2015 Dec 07 12:00:00 AM","2015 Dec 08 12:00:00 AM","HSBC Bank USA","9,604",,"5,270","Finance",,"2,016","2016","1,000-9,999","1-99","0","3","3","false","1","2","false","34","1-99",
"2015 Dec 07 12:00:00 AM","2015 Dec 23 12:00:00 AM","Theft or Mistake","2015 Nov 09 12:00:00 AM",,"Matson Navigation Company, Inc. and Horizon Lines","9,602",,"2,185","Business","Shipping","2,016","2016","1,000-9,999","Unknown",,"28",,"false",,,"false","16","Unknown",
"2015 Aug 04 12:00:00 AM","2015 Dec 18 12:00:00 AM","Unauthorized Access","2014 Jul 15 12:00:00 AM","2014 Aug 05 12:00:00 AM","Yapstone, Inc.","9,601",,"5,264","Business","Web Services","2,016","2016","1,000-9,999","300-399","0","385","385","false","21","364","false","136","1-99",
,"2015 Nov 30 12:00:00 AM","Cyberattack","2015 Jan 22 12:00:00 AM","2015 Jul 20 12:00:00 AM","Muji","9,599","Malware","664","Business","Retail","2,016","2016","500-999","Unknown",,,,"false","179",,"false",,"100-199",
"2015 Feb 10 12:00:00 AM","2015 Nov 24 12:00:00 AM","Cyberattack",,,"Hilton Worldwide, Inc.","9,598","Malware",,"Business","Hospitality","2,016","2016","Unknown","Unknown",,,,"false",,,"false","287","Unknown",
,"2015 Nov 13 12:00:00 AM","Cyberattack","2014 Dec 29 12:00:00 AM","2015 Aug 11 12:00:00 AM","Noble House Hotels and Resorts","9,597","Malware","4,555","Business","Hospitality","2,016","2016","1,000-9,999","Unknown",,,,"false","225",,"false",,"200-299",
"2015 Oct 09 12:00:00 AM","2015 Oct 28 12:00:00 AM","Cyberattack","2015 Apr 19 12:00:00 AM","2015 Sep 30 12:00:00 AM","Digital Theatre, LLC","9,595","Malware","3,230","Business","Entertainment","2,016","2016","1,000-9,999","100-199","0","173","173","false","164","9","false","19","100-199",
"2015 Jun 18 12:00:00 AM","2015 Oct 13 12:00:00 AM","Cyberattack","2015 Mar 24 12:00:00 AM","2015 May 20 12:00:00 AM","Service Systems Associates, Inc.","9,594","Malware",,"Business","Hospitality","2,016","2016","Unknown","1-99","0","86","86","false","57","29","false","117","1-99",
"2015 Sep 21 12:00:00 AM","2015 Oct 01 12:00:00 AM","Unauthorized Access","2015 Sep 15 12:00:00 AM",,"T-Mobile USA/Experian","9,591",,"328,889","Business","Telecommunications","2,016","2016","50,000-999,999","Unknown",,"6",,"false",,,"false","10","Unknown",
,"2015 Sep 29 12:00:00 AM","Unauthorized Access","2014 Aug 20 12:00:00 AM","2015 Jul 14 12:00:00 AM","Rite Aid Corporation","9,589",,"2,721","Business","Retail","2,016","2016","1,000-9,999","Unknown",,,,"false","328",,"false",,"300-399",
"2015 Aug 23 12:00:00 AM","2015 Sep 26 12:00:00 AM","Theft or Mistake","2015 Aug 23 12:00:00 AM",,"Sterbick & Associates, P.S.","9,588",,"500","Business","Legal","2,016","2016","500-999","Unknown",,"0",,"false",,,"false","34","Unknown",
"2015 Jul 17 12:00:00 AM","2015 Sep 22 12:00:00 AM","Unauthorized Access","2014 Jun 19 12:00:00 AM","2015 Jul 15 12:00:00 AM","Costco","9,587",,"29,425","Business","Retail","2,016","2016","10,000-49,999","300-399","0","393","393","false","391","2","false","67","300-399",
"2015 Aug 05 12:00:00 AM","2015 Sep 09 12:00:00 AM","Cyberattack","2013 Dec 23 12:00:00 AM",,"The Lifetime Healthcare Companies","9,585","Unclear/unknown",,"Health",,"2,016","2016","Unknown","Unknown",,"590",,"false",,,"false","35","Unknown",
"2015 Aug 13 12:00:00 AM","2015 Aug 18 12:00:00 AM","Cyberattack",,,"Web.com Group","9,583","Unclear/unknown","1,595","Business","Web Services","2,016","2016","1,000-9,999","Unknown",,,,"false",,,"false","5","Unknown",
"2015 May 30 12:00:00 AM","2015 Aug 11 12:00:00 AM","Theft or Mistake","2015 May 29 12:00:00 AM","2015 May 29 12:00:00 AM","Sterling BackCheck","9,582",,"1,419","Business","Human Resources","2,016","2016","1,000-9,999","1-99","0","1","1","false","0","1","false","73","0",
"2018 May 11 12:00:00 AM","2018 Jul 12 12:00:00 AM","Cyberattack","2018 May 11 12:00:00 AM",,"Overlake Arthritis and Osteoporosis Center","9,581","Malware","627","Health",,"2,018","2018","500-999","Unknown",,"0",,"false",,,"false","62","Unknown",
"2018 Apr 11 12:00:00 AM","2018 Jul 06 12:00:00 AM","Cyberattack",,,"International Mission Board","9,579","Unclear/unknown","992","Non-Profit/Charity",,"2,018","2018","500-999","Unknown",,,,"false",,,"false","86","Unknown",
"2018 Jun 11 12:00:00 AM","2018 Jul 01 12:00:00 AM","Cyberattack","2018 Apr 26 12:00:00 AM","2018 Jun 12 12:00:00 AM","Macy's, Inc.","9,578","Unclear/unknown","3,564","Business","Retail","2,018","2018","1,000-9,999","1-99","1","46","47","true","47",,"false","20","1-99",
"2018 Jun 20 12:00:00 AM","2018 Jun 29 12:00:00 AM","Unauthorized Access",,,"Northwest University","9,577",,"1,434","Education",,"2,018","2018","1,000-9,999","Unknown",,,,"false",,,"false","9","Unknown",
"2018 May 01 12:00:00 AM","2018 Jun 23 12:00:00 AM","Cyberattack","2018 May 01 12:00:00 AM","2018 May 01 12:00:00 AM","Terteling Company, Inc.","9,576","Phishing","941","Business","Construction","2,018","2018","500-999","0","0","0","0","true","0",,"true","53","0",
"2018 May 11 12:00:00 AM","2018 May 18 12:00:00 AM","Cyberattack","2018 Mar 01 12:00:00 AM","2018 Apr 01 12:00:00 AM","Brinker International (Chilis)","9,574","Malware",,"Business","Hospitality","2,018","2018","Unknown","1-99","0","71","71","false","31","40","false","7","1-99",
"2018 Apr 05 12:00:00 AM","2018 May 17 12:00:00 AM","Cyberattack","2017 Nov 25 12:00:00 AM","2017 Nov 25 12:00:00 AM","Corporation Service Company","9,573","Unclear/unknown","4,631","Business","Legal","2,018","2018","1,000-9,999","100-199","0","131","131","false","0","131","false","42","0",
"2018 Apr 12 12:00:00 AM","2018 May 09 12:00:00 AM","Unauthorized Access",,,"TaskRabbit, Inc.","9,572",,"77,618","Business","Home","2,018","2018","50,000-999,999","Unknown",,,,"false",,,"false","27","Unknown",
"2018 Apr 21 12:00:00 AM","2018 May 09 12:00:00 AM","Theft or Mistake",,,"H&R Block","9,571",,"2,655","Finance",,"2,018","2018","1,000-9,999","Unknown",,,,"false",,,"false","18","Unknown",
"2018 Feb 01 12:00:00 AM","2018 May 08 12:00:00 AM","Theft or Mistake","2017 Dec 31 12:00:00 AM","2018 Jan 31 12:00:00 AM","Global University","9,570",,"5,679","Education",,"2,018","2018","1,000-9,999","1-99","0","32","32","false","31","1","false","96","1-99",
"2018 Mar 19 12:00:00 AM","2018 May 03 12:00:00 AM","Cyberattack","2017 Oct 01 12:00:00 AM","2017 Dec 22 12:00:00 AM","Alaska Airlines","9,569","Unclear/unknown","1,442","Business","Transportation","2,018","2018","1,000-9,999","100-199","0","169","169","false","82","87","false","45","1-99",
"2018 Feb 16 12:00:00 AM","2018 Apr 30 12:00:00 AM","Cyberattack","2017 Nov 29 12:00:00 AM","2018 Feb 16 12:00:00 AM","Rail Europe North America","9,567","Unclear/unknown","687","Business","Transportation","2,018","2018","500-999","1-99","0","79","79","true","79",,"true","73","1-99",
"2018 Mar 29 12:00:00 AM","2018 Apr 26 12:00:00 AM","Cyberattack","2017 Jul 01 12:00:00 AM","2018 Mar 31 12:00:00 AM","Hudson's Bay Company","9,566","Malware",,"Business","Retail","2,018","2018","Unknown","200-299","2","271","273","true","273",,"false","28","200-299",
"2018 Mar 15 12:00:00 AM","2018 Apr 24 12:00:00 AM","Cyberattack","2017 Sep 27 12:00:00 AM","2017 Oct 12 12:00:00 AM","Sears Holdings","9,565","Malware","2,373","Business","Retail","2,018","2018","1,000-9,999","100-199","0","169","169","false","15","154","false","40","1-99",
"2018 Mar 14 12:00:00 AM","2018 Apr 13 12:00:00 AM","Unauthorized Access",,,"Inogen Inc.","9,563",,"518","Health",,"2,018","2018","500-999","Unknown",,,,"false",,,"false","30","Unknown",
"2018 Mar 28 12:00:00 AM","2018 Apr 13 12:00:00 AM","Cyberattack","2017 Sep 26 12:00:00 AM","2017 Oct 12 12:00:00 AM","Best Buy Co, Inc.","9,562","Malware","8,390","Business","Retail","2,018","2018","1,000-9,999","100-199","0","183","183","false","16","167","false","16","1-99",
"2018 Mar 28 12:00:00 AM","2018 Apr 11 12:00:00 AM","Cyberattack","2017 Sep 26 12:00:00 AM","2017 Oct 12 12:00:00 AM","Delta Airlines","9,561","Malware","24,563","Business","Software","2,018","2018","10,000-49,999","100-199","0","183","183","false","16","167","false","14","1-99",
"2021 Apr 04 12:00:00 AM","2021 May 05 12:00:00 AM","Unauthorized Access","2021 Apr 04 12:00:00 AM","2021 Apr 04 12:00:00 AM","SEIU 775 Benefits Group","10,460",,"124,760","Non-Profit/Charity",,"2,021","2021","50,000-999,999","0","0","0","0","true","0",,"true","31","0",
"2020 Aug 13 12:00:00 AM","2021 May 07 12:00:00 AM","Theft or Mistake",,,"Telmate, LLC","10,462",,"4,257","Business","Telecommunications","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","267","Unknown",
"2020 Dec 13 12:00:00 AM","2021 May 10 12:00:00 AM","Cyberattack","2020 Dec 13 12:00:00 AM","2020 Dec 13 12:00:00 AM","Aspen Education Group, Inc.","10,463","Malware","1,958","Business","Other","2,021","2021","1,000-9,999","0","0","0","0","true","0",,"true","148","0",
"2021 Jan 28 12:00:00 AM","2021 May 10 12:00:00 AM","Cyberattack","2020 Nov 01 12:00:00 AM","2021 Feb 01 12:00:00 AM","Cougar Den, Inc.","10,464","Phishing","757","Business","Other","2,021","2021","500-999","1-99","4","88","92","true","92",,"false","102","1-99",
"2021 Mar 18 12:00:00 AM","2021 May 13 12:00:00 AM","Cyberattack","2021 Feb 06 12:00:00 AM","2021 Mar 19 12:00:00 AM","American Family Mutual Insurance Company, S.I.","10,465","Other","5,246","Finance",,"2,021","2021","1,000-9,999","1-99","1","40","41","true","41",,"false","56","1-99",
"2021 Feb 16 12:00:00 AM","2021 May 19 12:00:00 AM","Unauthorized Access","2021 Jan 21 12:00:00 AM","2021 Feb 05 12:00:00 AM","Rehoboth McKinley Christian Health Care Services","10,467",,"1,186","Health",,"2,021","2021","1,000-9,999","1-99","0","26","26","false","15","11","false","92","1-99",
"2021 Apr 15 12:00:00 AM","2021 May 21 12:00:00 AM","Cyberattack",,,"Defender Industries, Inc.","10,468","Malware","1,208","Business","Retail","2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","36","Unknown",
"2021 Apr 25 12:00:00 AM","2021 May 25 12:00:00 AM","Cyberattack","2021 Jan 07 12:00:00 AM","2021 Apr 04 12:00:00 AM","Infinity Insurance Company","10,469","Other","639","Finance",,"2,021","2021","500-999","100-199","0","108","108","false","87","21","false","30","1-99",
"2021 Jan 15 12:00:00 AM","2021 May 25 12:00:00 AM","Cyberattack","2019 Nov 01 12:00:00 AM","2020 Sep 03 12:00:00 AM","Sugarfina USA, LLC","10,470","Malware","1,019","Business","Consumable","2,021","2021","1,000-9,999","400-499","0","441","441","false","307","134","false","130","300-399",
"2020 Dec 16 12:00:00 AM","2021 May 27 12:00:00 AM","Cyberattack","2020 May 25 12:00:00 AM","2020 Dec 16 12:00:00 AM","Accucom Corporation","10,471","Malware","6,829","Business","Professional Services","2,021","2021","1,000-9,999","200-299","0","205","205","true","205",,"true","162","200-299",
"2021 Jan 11 12:00:00 AM","2021 May 28 12:00:00 AM","Cyberattack","2021 Jan 11 12:00:00 AM","2021 Jan 11 12:00:00 AM","20/20 Eye Care Network, Inc.","10,472","Unclear/unknown","690","Health",,"2,021","2021","500-999","0","0","0","0","true","0",,"true","137","0",
"2021 Jan 21 12:00:00 AM","2021 May 28 12:00:00 AM","Unauthorized Access","2021 Jan 21 12:00:00 AM","2021 Jan 23 12:00:00 AM","USA Waste-Management Resources, LLC","10,473",,"6,225","Business","Cleaning","2,021","2021","1,000-9,999","1-99","2","0","2","true","2",,"false","127","1-99",
"2021 Jun 09 12:00:00 AM","2021 Jul 06 12:00:00 AM","Theft or Mistake","2021 Jun 09 12:00:00 AM",,"UniBank","10,475",,"11,276","Finance",,"2,021","2021","10,000-49,999","Unknown",,"0",,"false",,,"false","27","Unknown",
"2021 Mar 21 12:00:00 AM","2021 Jul 08 12:00:00 AM","Cyberattack","2021 Mar 05 12:00:00 AM","2021 Mar 21 12:00:00 AM","CNA Financial Corporation","10,476","Ransomware","823","Finance",,"2,021","2021","500-999","1-99","0","16","16","true","16",,"true","109","1-99",
"2021 Mar 01 12:00:00 AM","2021 Jun 02 12:00:00 AM","Cyberattack","2021 Mar 01 12:00:00 AM","2021 Mar 01 12:00:00 AM","Asarco, LLC","10,478","Ransomware","670","Business","Other","2,021","2021","500-999","0","0","0","0","true","0",,"true","93","0",
"2021 Apr 25 12:00:00 AM","2021 Jun 03 12:00:00 AM","Cyberattack","2021 Mar 22 12:00:00 AM","2021 Apr 21 12:00:00 AM","Supplemental Income 401(k) Plan","10,479","Phishing","1,085","Finance",,"2,021","2021","1,000-9,999","1-99","0","34","34","false","30","4","false","39","1-99",
"2021 May 07 12:00:00 AM","2021 Jun 04 12:00:00 AM","Theft or Mistake","2021 May 07 12:00:00 AM",,"Pediatrix Cardiology of Washington, P.C. d/b/a NorthWest Congenital Heart Care","10,480",,"1,136","Health",,"2,021","2021","1,000-9,999","Unknown",,"0",,"false",,,"false","28","Unknown",
"2021 May 20 12:00:00 AM","2021 Jun 16 12:00:00 AM","Cyberattack","2020 Feb 07 12:00:00 AM","2020 May 20 12:00:00 AM","Buffalo State College Foundation","10,484","Ransomware","536","Non-Profit/Charity",,"2,021","2021","500-999","400-499","0","468","468","false","103","365","false","27","100-199",
"2021 Apr 07 12:00:00 AM","2021 Jun 18 12:00:00 AM","Cyberattack","2020 Aug 16 12:00:00 AM","2021 Apr 29 12:00:00 AM","Herff Jones, LLC","10,485","Malware","17,316","Business","Retail","2,021","2021","10,000-49,999","200-299","22","234","256","true","256",,"false","72","200-299",
"2021 May 19 12:00:00 AM","2021 Jun 18 12:00:00 AM","Unauthorized Access","2021 May 17 12:00:00 AM","2021 May 19 12:00:00 AM","Maximus, Inc.","10,486",,"2,560","Business","Professional Services","2,021","2021","1,000-9,999","1-99","0","2","2","true","2",,"true","30","1-99",
"2021 Feb 12 12:00:00 AM","2021 Jun 22 12:00:00 AM","Cyberattack",,,"Royal Caribbean Group","10,488","Phishing","502","Business","Hospitality","2,021","2021","500-999","Unknown",,,,"false",,,"false","130","Unknown",
"2021 May 03 12:00:00 AM","2021 Jun 23 12:00:00 AM","Cyberattack","2020 May 21 12:00:00 AM","2021 May 03 12:00:00 AM","Asset Marketing Services, LLC d/b/a GovMint.com","10,489","Malware","1,332","Business","Retail","2,021","2021","1,000-9,999","300-399","0","347","347","true","347",,"true","51","300-399",
"2021 Jun 04 12:00:00 AM","2021 Jun 24 12:00:00 AM","Cyberattack",,,"Washington State Department of Labor & Industries","10,490","Unclear/unknown","16,466","Government",,"2,021","2021","10,000-49,999","Unknown",,,,"false",,,"false","20","Unknown",
"2021 Apr 26 12:00:00 AM","2021 Jun 28 12:00:00 AM","Cyberattack","2021 Apr 25 12:00:00 AM",,"Ankle and Foot Physicians and Surgeons, PLLC","10,491","Ransomware","4,996","Health",,"2,021","2021","1,000-9,999","Unknown",,"1",,"false",,,"false","63","Unknown",
"2021 Apr 26 12:00:00 AM","2021 Jun 30 12:00:00 AM","Cyberattack","2021 Apr 22 12:00:00 AM","2021 Apr 30 12:00:00 AM","Marsh McLennan","10,492","Other","2,550","Finance",,"2,021","2021","1,000-9,999","1-99","4","4","8","true","8",,"false","65","1-99",
"2021 Jan 01 12:00:00 AM","2021 Jul 01 12:00:00 AM","Cyberattack",,"2021 Jan 16 12:00:00 AM","Nevada Restaurant Services, Inc.","10,493","Malware","3,241","Business","Professional Services","2,021","2021","1,000-9,999","Unknown","15",,,"true",,,"false","181","Unknown",
"2021 May 20 12:00:00 AM","2021 Jul 02 12:00:00 AM","Cyberattack",,,"Morgan Stanley","10,494","Malware","2,080","Finance",,"2,021","2021","1,000-9,999","Unknown",,,,"false",,,"false","43","Unknown",
"2020 Oct 12 12:00:00 AM","2021 Jul 02 12:00:00 AM","Cyberattack","2020 Oct 08 12:00:00 AM","2020 Oct 13 12:00:00 AM","The Paradies Shops, LLC","10,495","Ransomware","657","Business","Hospitality","2,021","2021","500-999","1-99","1","4","5","true","5",,"false","263","1-99",
"2021 Apr 26 12:00:00 AM","2021 Jul 09 12:00:00 AM","Cyberattack","2021 Mar 08 12:00:00 AM","2021 Apr 26 12:00:00 AM","CSI Financial Services, LLC","10,496","Phishing","4,255","Finance",,"2,021","2021","1,000-9,999","1-99","0","49","49","true","49",,"true","74","1-99",
"2020 Sep 26 12:00:00 AM","2021 Jul 13 12:00:00 AM","Cyberattack","2020 Jun 03 12:00:00 AM","2020 Sep 26 12:00:00 AM","Arthur J. Gallagher & Co.","10,497","Ransomware","72,378","Finance",,"2,021","2021","50,000-999,999","100-199","0","115","115","true","115",,"true","290","100-199",
"2017 Jun 06 12:00:00 AM","2017 Oct 16 12:00:00 AM","Cyberattack","2017 Mar 10 12:00:00 AM","2017 Jun 07 12:00:00 AM","Capital One Merchants (Spark Pay Online)","10,498","Malware","1,352","Business","Web Services","2,018","2018","1,000-9,999","1-99","1","88","89","true","89",,"false","132","1-99",
"2017 Jul 07 12:00:00 AM","2017 Oct 12 12:00:00 AM","Cyberattack","2017 Mar 18 12:00:00 AM","2017 Jul 02 12:00:00 AM","Hyatt Hotels Corporation","10,499","Skimmers","640","Business","Hospitality","2,018","2018","500-999","100-199","0","111","111","false","106","5","false","97","100-199",
"2019 May 15 12:00:00 AM","2019 Jul 24 12:00:00 AM","Cyberattack","2019 Mar 21 12:00:00 AM",,"Laboratory Medicine Consultants, LTD","10,500","Unclear/unknown","684","Health",,"2,020","2020","500-999","Unknown",,"55",,"false",,,"false","70","Unknown",
"2019 May 26 12:00:00 AM","2019 Jul 26 12:00:00 AM","Cyberattack","2018 Sep 23 12:00:00 AM","2019 Jul 16 12:00:00 AM","Sark Technologies LLC","10,501","Malware","762","Business","Software","2,020","2020","500-999","200-299","51","245","296","true","296",,"false","61","200-299",
"2019 Mar 12 12:00:00 AM","2019 Jul 27 12:00:00 AM","Cyberattack","2019 Mar 12 12:00:00 AM","2019 May 29 12:00:00 AM","Community Psychiatric Clinic","10,502","Other","6,600","Health",,"2,020","2020","1,000-9,999","1-99","78","0","78","true","78",,"false","137","1-99",
"2019 Jun 25 12:00:00 AM","2019 Jul 29 12:00:00 AM","Cyberattack","2019 Mar 24 12:00:00 AM","2019 Jun 27 12:00:00 AM","Trusted Tours & Attractions, LLC","10,503","Malware","706","Business","Entertainment","2,020","2020","500-999","1-99","2","93","95","true","95",,"false","34","1-99",
"2019 Jun 15 12:00:00 AM","2019 Aug 14 12:00:00 AM","Cyberattack","2019 Jun 15 12:00:00 AM",,"Grays Harbor Community Hospital","10,504","Ransomware","88,000","Health",,"2,020","2020","50,000-999,999","Unknown",,"0",,"false",,,"false","60","Unknown",
"2019 Jul 26 12:00:00 AM","2019 Aug 16 12:00:00 AM","Theft or Mistake","2019 Jul 25 12:00:00 AM",,"Regence","10,505",,"642","Health",,"2,020","2020","500-999","Unknown",,"1",,"false",,,"false","21","Unknown",
"2019 Mar 18 12:00:00 AM","2019 Aug 26 12:00:00 AM","Cyberattack","2018 Feb 01 12:00:00 AM","2018 Oct 10 12:00:00 AM","Creation Entertainment, Inc.","10,506","Malware","2,467","Business","Entertainment","2,020","2020","1,000-9,999","400-499","0","410","410","false","251","159","false","161","200-299",
